Cargo,GRUPO EMPRESA,Matricula,Idade,Estado,Classif. Salário,Situação,Tempo de Empresa,Vale Aliment.,Vale Refei.,Vale Transp.,Qtd. Dependentes,Conv. Médico,Conv. Odonto,Qtd. Promoções,Predição
AUX SERV GERAIS,EMPRESA B,B04510,22,MT,Médio,0,"0,15","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
CALDEIREIRO PL,EMPRESA A,A08311,22,SP,Alto,0,"0,17","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
ANALISTASISTA DE BI JR,EMPRESA A,A06311,22,MG,Alto,0,"0,18","0,0","0,0","0,0","0,0","1,0","1,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B06662,22,SP,Alto,0,"0,19","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
APRENDIZ,EMPRESA A,A06449,22,SP,Baixo,0,"0,2","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AJUDANTE LIMPEZA,EMPRESA B,B05910,22,SP,Alto,0,"0,21","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA A,A09051,22,BA,Alto,0,"0,24","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
LIDER DE TURMA,EMPRESA B,B04783,22,ES,Médio,0,"0,24","1,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
ARTIFICE CIVIL,EMPRESA B,B06724,22,GO,Médio,0,"0,24","0,0","0,0","0,0","1,0","1,0","0,0","1,0",Será desligado
AUX PLANEJAMENTO,EMPRESA A,A06448,22,GO,Baixo,0,"0,24","0,0","0,0","0,0","0,0","1,0","0,0","0,0",Será desligado
AUX. DE LUBRIFICADOR,EMPRESA A,A08365,22,MG,Alto,0,"0,24","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B05230,22,MT,Alto,0,"0,24","0,0","0,0","0,0","1,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B05770,22,MT,Alto,0,"0,24","0,0","0,0","0,0","0,0","0,0","0,0","1,0",Será desligado
1/2 OF DE MANUTENCAO,EMPRESA C,C02379,22,PR,Médio,0,"0,24","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B04305,22,PR,Alto,0,"0,24","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AJUDANTE LIMPEZA,EMPRESA B,B05358,22,SP,Alto,0,"0,24","0,0","0,0","1,0","1,0","0,0","0,0","0,0",Será desligado
OPERADOR DE MAQUINAS,EMPRESA B,B05967,22,SP,Alto,0,"0,24","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUXILIAR ALMOXARIFE,EMPRESA B,B06326,22,GO,Alto,0,"0,25","0,0","0,0","0,0","0,0","0,0","0,0","1,0",Será desligado
ALMOXARIFE,EMPRESA A,A09928,22,MG,Alto,0,"0,25","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX ALMOXARIFE,EMPRESA A,A08829,22,SP,Alto,0,"0,29","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX ALMOXARIFE,EMPRESA A,A08117,22,BA,Alto,0,"0,31","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B06928,22,MT,Alto,0,"0,31","0,0","0,0","1,0","0,0","0,0","1,0","0,0",Será desligado
AUX ALMOXARIFE,EMPRESA A,A04905,22,GO,Médio,0,"0,32","0,0","0,0","0,0","0,0","1,0","1,0","0,0",Será desligado
OFICIAL DE MANUTENCAO,EMPRESA A,A05779,22,MG,Médio,0,"0,32","0,0","0,0","0,0","0,0","1,0","1,0","0,0",Será desligado
ASSIST ADM PL,EMPRESA A,A05354,22,MG,Alto,0,"0,33","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B03916,22,RS,Alto,0,"0,33","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
MECANICO JR,EMPRESA A,A10369,22,MG,Médio,0,"0,34","1,0","0,0","0,0","1,0","1,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B04552,22,PR,Alto,0,"0,34","1,0","0,0","0,0","0,0","0,0","0,0","1,0",Será desligado
AJUDANTE LIMPEZA,EMPRESA B,B06618,22,SP,Alto,0,"0,34","0,0","0,0","0,0","1,0","0,0","1,0","0,0",Será desligado
MECANICO JR,EMPRESA A,A07286,22,MT,Alto,0,"0,35","1,0","0,0","1,0","0,0","0,0","1,0","0,0",Será desligado
AUX ADM JR,EMPRESA C,C03379,22,SP,Alto,0,"0,36","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
ALMOXARIFE,EMPRESA A,A09670,22,SP,Alto,0,"0,39","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
PINTOR PREDIAL,EMPRESA C,C03011,22,SP,Alto,0,"0,39","1,0","0,0","1,0","1,0","0,0","0,0","0,0",Será desligado
RECEPCIONISTA BILING,EMPRESA B,B05693,22,SP,Médio,0,"0,4","0,0","0,0","1,0","0,0","0,0","1,0","0,0",Será desligado
AUX ALMOXARIFE,EMPRESA A,A08763,22,TO,Baixo,0,"0,4","0,0","0,0","0,0","0,0","0,0","1,0","0,0",Será desligado
PINTOR INDUSTRIAL,EMPRESA A,A05991,22,MT,Alto,0,"0,41","0,0","0,0","0,0","0,0","0,0","0,0","1,0",Será desligado
AUX ALMOXARIFE,EMPRESA A,A08661,22,SP,Alto,0,"0,42","0,0","0,0","0,0","0,0","0,0","0,0","1,0",Será desligado
AUX ADM JR,EMPRESA A,A05714,22,MT,Médio,0,"0,44","0,0","0,0","0,0","0,0","1,0","0,0","0,0",Será desligado
PROGRAMADOR MANUT PL,EMPRESA A,A09347,22,MG,Alto,0,"0,45","1,0","0,0","0,0","0,0","1,0","1,0","0,0",Será desligado
AUX DE MANUTENCAO JR,EMPRESA A,A07764,22,MG,Alto,0,"0,46","0,0","0,0","0,0","0,0","1,0","1,0","0,0",Será desligado
MECANICO JR,EMPRESA A,A09480,22,MT,Alto,0,"0,46","1,0","0,0","1,0","1,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B06545,22,SP,Alto,0,"0,46","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
ARTIFICE CIVIL,EMPRESA B,B06034,22,MT,Alto,0,"0,48","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B04473,22,MT,Médio,0,"0,48","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B04465,22,SP,Alto,0,"0,48","0,0","0,0","0,0","0,0","0,0","0,0","1,0",Será desligado
SOLDADOR,EMPRESA A,A09483,22,MG,Médio,0,"0,5","1,0","0,0","0,0","0,0","1,0","0,0","1,0",Será desligado
AUX SERV GERAIS,EMPRESA A,A03044,22,RJ,Alto,0,"0,5","1,0","0,0","1,0","0,0","1,0","1,0","1,0",Será desligado
ARTIFICE CIVIL,EMPRESA A,A08278,22,SP,Alto,0,"0,51","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B04167,22,ES,Médio,0,"0,52","1,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
RECEPCIONISTA,EMPRESA B,B05774,22,RJ,Médio,0,"0,52","1,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX ALMOXARIFE,EMPRESA A,A09204,22,TO,Baixo,0,"0,52","0,0","0,0","0,0","0,0","0,0","1,0","0,0",Será desligado
AJUDANTE DE MECANICO,EMPRESA A,A06205,22,SP,Alto,0,"0,54","1,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
FAXINEIRO INDUSTRIAL,EMPRESA B,B05612,22,BA,Alto,0,"0,55","0,0","0,0","0,0","0,0","1,0","1,0","1,0",Será desligado
ASSISTENTE DE PROJ,EMPRESA A,A07803,22,SP,Médio,0,"0,58","0,0","0,0","0,0","0,0","0,0","0,0","1,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B03653,22,SP,Médio,0,"0,58","0,0","0,0","1,0","0,0","0,0","0,0","0,0",Será desligado
JARDINEIRO,EMPRESA B,B06174,22,SP,Alto,0,"0,58","0,0","0,0","0,0","0,0","0,0","1,0","1,0",Será desligado
ESTAGIARIO,EMPRESA A,A08656,22,SP,Médio,0,"0,61","0,0","0,0","1,0","0,0","0,0","0,0","0,0",Será desligado
MECANICO JR,EMPRESA A,A06998,22,MG,Médio,0,"0,65","1,0","0,0","0,0","0,0","1,0","1,0","0,0",Será desligado
SOLDADOR,EMPRESA A,A09360,22,BA,Baixo,0,"0,66","1,0","0,0","0,0","2,0","1,0","1,0","1,0",Será desligado
MECANICO JR,EMPRESA A,A05329,22,MG,Alto,0,"0,66","0,0","0,0","0,0","0,0","1,0","0,0","0,0",Será desligado
RECEPCIONISTA,EMPRESA B,B05362,22,SP,Alto,0,"0,66","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
ANALISTAS DE SISTEMAS JR,EMPRESA A,A08706,22,TO,Alto,0,"0,67","0,0","0,0","0,0","0,0","0,0","0,0","1,0",Será desligado
CALDEIREIRO PL,EMPRESA A,A08209,22,MG,Alto,0,"0,69","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
ALMOXARIFE JUNIOR,EMPRESA B,B05822,22,MT,Baixo,0,"0,69","0,0","0,0","0,0","1,0","0,0","0,0","2,0",Será desligado
AJUDANTE LIMPEZA,EMPRESA B,B04366,22,SP,Alto,0,"0,7","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX ADM JR,EMPRESA A,A08935,22,SP,Alto,0,"0,7","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
ASS. OP. DE SOJA JR,EMPRESA A,A07854,22,MG,Alto,0,"0,75","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AJUDANTE DE MECANICO,EMPRESA A,A06429,22,SP,Alto,0,"0,76","0,0","0,0","0,0","1,0","0,0","0,0","1,0",Será desligado
JARDINEIRO,EMPRESA B,B06434,22,TO,Alto,0,"0,79","0,0","0,0","0,0","0,0","1,0","1,0","0,0",Será desligado
ASSIST ADM PL,EMPRESA A,A06570,22,SP,Alto,0,"0,83","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX ALMOXARIFE,EMPRESA A,A04504,22,MG,Alto,0,"0,87","0,0","0,0","0,0","0,0","1,0","0,0","0,0",Será desligado
AUX ALMOXARIFE,EMPRESA A,A04851,22,GO,Alto,0,"0,88","0,0","0,0","0,0","0,0","1,0","1,0","1,0",Será desligado
AUX ADM JR,EMPRESA A,A04498,22,MT,Alto,0,"0,88","0,0","0,0","0,0","0,0","0,0","1,0","0,0",Será desligado
MECANICO JR,EMPRESA A,A08804,22,MG,Médio,0,"0,91","1,0","0,0","0,0","0,0","1,0","1,0","2,0",Será desligado
AUX ALMOXARIFE,EMPRESA A,A08747,22,GO,Alto,0,"0,92","0,0","0,0","0,0","0,0","0,0","0,0","2,0",Será desligado
1/2 OFICIAL ELETRICA,EMPRESA A,A07009,22,MG,Alto,0,"1,02","1,0","0,0","0,0","0,0","1,0","1,0","0,0",Não sera desligado
AUX SERV GERAIS,EMPRESA B,B05832,22,PE,Alto,0,"1,06","0,0","0,0","0,0","1,0","0,0","1,0","0,0",Será desligado
OPERADOR DE PRENSA.,EMPRESA B,B04246,22,SP,Médio,0,"1,08","0,0","0,0","0,0","0,0","0,0","0,0","1,0",Será desligado
MECANICO JR,EMPRESA A,A06859,22,SP,Alto,0,"1,1","0,0","0,0","1,0","0,0","0,0","0,0","0,0",Será desligado
SOLDADOR,EMPRESA A,A07500,22,MG,Médio,0,"1,18","1,0","0,0","0,0","0,0","1,0","1,0","0,0",Será desligado
AJUDANTE DE MECANICO,EMPRESA A,A02337,22,SP,Médio,0,"1,3","0,0","0,0","0,0","0,0","0,0","0,0","1,0",Será desligado
AUX ADM JR,EMPRESA A,A02833,22,SP,Médio,0,"1,31","0,0","0,0","0,0","0,0","1,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B02761,22,SP,Médio,0,"1,34","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
JARDINEIRO,EMPRESA B,B03573,22,SP,Médio,0,"1,37","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX ADM JR,EMPRESA C,C02238,22,PR,Alto,0,"1,56","1,0","0,0","0,0","0,0","0,0","0,0","1,0",Será desligado
ALMOXARIFE JUNIOR,EMPRESA A,A06384,22,MT,Baixo,0,"1,72","0,0","0,0","0,0","0,0","0,0","1,0","0,0",Será desligado
OFICIAL DE MANUTENCAO,EMPRESA A,A05986,22,MG,Alto,0,"1,8","1,0","0,0","0,0","0,0","1,0","1,0","0,0",Será desligado
RECEPCIONISTA,EMPRESA B,B04256,22,SP,Alto,0,"1,81","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX ADM JR,EMPRESA A,A06586,22,PR,Alto,0,"1,97","1,0","0,0","0,0","0,0","0,0","0,0","1,0",Será desligado
PREPARADOR DE TINTAS,EMPRESA A,A04284,22,SP,Baixo,0,"2,02","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
MECANICO JR,EMPRESA A,A05355,22,MG,Alto,0,"2,16","0,0","0,0","0,0","0,0","0,0","0,0","2,0",Será desligado
MECANICO PL,EMPRESA A,A05485,22,MT,Médio,0,"2,3","0,0","0,0","0,0","0,0","0,0","0,0","1,0",Será desligado
ENCARREGADO LIMPEZA,EMPRESA B,B04274,22,BA,Médio,0,"2,65","0,0","0,0","0,0","0,0","1,0","1,0","1,0",Será desligado
OPERADOR DE ETE,EMPRESA A,A04785,22,SP,Alto,0,"2,77","0,0","0,0","1,0","0,0","0,0","0,0","0,0",Será desligado
ANALISTASISTA ADM JR,EMPRESA A,A03991,22,MG,Médio,0,"2,91","0,0","0,0","0,0","0,0","1,0","0,0","1,0",Será desligado
OPERADOR DE CALDEIRA,EMPRESA A,A03485,22,SP,Alto,0,"3,43","0,0","0,0","1,0","0,0","1,0","0,0","0,0",Não sera desligado
AJUDANTE DE MECANICO,EMPRESA A,A05947,22,SP,Alto,0,"0,01","0,0","1,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B06819,22,SP,Alto,0,"0,04","0,0","1,0","1,0","0,0","0,0","0,0","1,0",Não sera desligado
AUXILIAR ESCRITORIO,EMPRESA C,C03201,22,ES,Baixo,0,"0,08","0,0","1,0","1,0","1,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B07152,22,MG,Alto,0,"0,12","1,0","1,0","1,0","1,0","1,0","0,0","0,0",Será desligado
ELETR. MANUTENCAO JR,EMPRESA C,C03768,22,SC,Baixo,0,"0,22","0,0","1,0","0,0","0,0","0,0","0,0","0,0",Será desligado
ELETR. MANUTENCAO PL,EMPRESA C,C03714,22,SP,Médio,0,"0,23","0,0","1,0","0,0","0,0","1,0","0,0","0,0",Será desligado
AUX JARDINAGEM,EMPRESA B,B05989,22,MG,Baixo,0,"0,24","1,0","1,0","0,0","0,0","1,0","1,0","0,0",Será desligado
AUX DE MANUTENCAO JR,EMPRESA C,C00841,22,SP,Médio,0,"0,33","0,0","1,0","1,0","0,0","0,0","0,0","0,0",Será desligado
ELETR. MANUTENCAO PL,EMPRESA C,C03824,22,SP,Médio,0,"0,33","0,0","1,0","0,0","0,0","1,0","0,0","0,0",Será desligado
ASSISTENTE DE PLANEJ,EMPRESA C,C03567,22,SP,Médio,0,"0,41","0,0","1,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX PLANEJAMENTO,EMPRESA A,A02720,22,SP,Médio,0,"0,44","0,0","1,0","1,0","0,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B06833,22,SP,Alto,0,"0,45","0,0","1,0","1,0","0,0","0,0","0,0","1,0",Não sera desligado
SOLDADOR PL,EMPRESA C,C02388,22,SP,Médio,0,"0,57","0,0","1,0","0,0","0,0","0,0","0,0","1,0",Será desligado
AUX DE MANUTENCAO JR,EMPRESA C,C02318,22,SP,Alto,0,"0,72","0,0","1,0","0,0","1,0","1,0","0,0","0,0",Será desligado
AUX DE MANUTENCAO JR,EMPRESA C,C02028,22,SP,Alto,0,"0,74","0,0","1,0","1,0","0,0","0,0","0,0","0,0",Será desligado
CALDEIREIRO PL,EMPRESA C,C02837,22,SP,Médio,0,"0,75","0,0","1,0","0,0","0,0","1,0","1,0","0,0",Será desligado
AUX DE MANUTENCAO JR,EMPRESA C,C02160,22,SP,Alto,0,"0,95","0,0","1,0","0,0","1,0","1,0","0,0","0,0",Será desligado
AUX ADM JR,EMPRESA C,C02554,22,SP,Alto,0,"0,96","0,0","1,0","1,0","0,0","0,0","0,0","0,0",Será desligado
AJUDANTE DE MECANICO,EMPRESA A,A04323,22,SP,Alto,0,"1,02","0,0","1,0","1,0","0,0","1,0","1,0","0,0",Será desligado
ARTIFICE CIVIL,EMPRESA C,C02818,22,SP,Alto,0,"1,05","0,0","1,0","1,0","2,0","0,0","0,0","0,0",Será desligado
TEC PLANEJA PL,EMPRESA C,C02903,22,SP,Médio,0,"1,34","0,0","1,0","0,0","0,0","0,0","1,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B05104,22,SP,Alto,0,"1,59","1,0","1,0","1,0","0,0","0,0","0,0","0,0",Será desligado
CONTR DE ACESSO,EMPRESA B,B03217,22,SP,Alto,0,"2,14","1,0","1,0","1,0","0,0","0,0","0,0","0,0",Será desligado
ELETR. MANUTENCAO JR,EMPRESA A,A06173,22,SP,Alto,0,"2,14","0,0","1,0","1,0","0,0","0,0","1,0","0,0",Será desligado
ARTIFICE CIVIL,EMPRESA C,C02040,22,SP,Alto,0,"2,18","0,0","1,0","0,0","0,0","0,0","0,0","1,0",Será desligado
AUX PLANEJAMENTO,EMPRESA C,C02454,23,SP,Médio,0,0,"0,0","0,0","0,0","0,0","1,0","0,0","0,0",Será desligado
AJUDANTE LIMPEZA,EMPRESA B,B06916,23,SP,Alto,0,"0,01","0,0","0,0","0,0","1,0","0,0","0,0","0,0",Não sera desligado
AUX SERV GERAIS,EMPRESA B,B02744,23,SP,Médio,0,"0,01","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B06359,23,MT,Alto,0,"0,02","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
ELETROMECANICO PL,EMPRESA A,A10171,23,MT,Alto,0,"0,03","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
ELETR. MANUTENCAO JR,EMPRESA A,A03276,23,MG,Médio,0,"0,04","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B04869,23,PR,Alto,0,"0,04","1,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
TEC EM SEGURANCA PL,EMPRESA A,A09758,23,SP,Alto,0,"0,04","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA A,A10443,23,MG,Médio,0,"0,06","1,0","0,0","0,0","0,0","1,0","0,0","0,0",Não sera desligado
AJUDANTE LIMPEZA,EMPRESA B,B05087,23,SP,Alto,0,"0,07","1,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
TEC PLANEJA PL,EMPRESA A,A08758,23,SP,Alto,0,"0,07","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AJUDANTE LIMPEZA,EMPRESA B,B06525,23,MT,Alto,0,"0,08","0,0","0,0","0,0","1,0","0,0","0,0","0,0",Será desligado
1/2 OF DE MANUTENCAO,EMPRESA C,C00639,23,SP,Médio,0,"0,08","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B04453,23,MT,Médio,0,"0,1","0,0","0,0","0,0","1,0","0,0","0,0","0,0",Será desligado
ALMOXARIFE,EMPRESA A,A09040,23,MT,Alto,0,"0,12","0,0","0,0","0,0","0,0","0,0","1,0","0,0",Não sera desligado
AJUDANTE LIMPEZA,EMPRESA B,B03360,23,SP,Médio,0,"0,12","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AJUDANTE LIMPEZA,EMPRESA B,B06378,23,SP,Alto,0,"0,12","0,0","0,0","0,0","1,0","0,0","0,0","0,0",Será desligado
AJUDANTE LIMPEZA,EMPRESA B,B06919,23,SP,Alto,0,"0,12","0,0","0,0","0,0","2,0","0,0","0,0","0,0",Será desligado
ARTIFICE CIVIL,EMPRESA A,A06228,23,SP,Alto,0,"0,12","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B04334,23,SP,Médio,0,"0,12","0,0","0,0","0,0","1,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B04778,23,SP,Médio,0,"0,12","0,0","0,0","1,0","1,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B04910,23,SP,Médio,0,"0,12","0,0","0,0","1,0","2,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B05340,23,SP,Médio,0,"0,12","0,0","0,0","0,0","1,0","0,0","0,0","0,0",Será desligado
MECANICO JR,EMPRESA C,C03221,23,SP,Médio,0,"0,12","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
TEC EM SEGURANCA JR,EMPRESA A,A05001,23,MG,Médio,0,"0,13","1,0","0,0","0,0","0,0","1,0","0,0","0,0",Será desligado
AUXILIAR LOGISTICA,EMPRESA A,A03907,23,MG,Alto,0,"0,14","1,0","0,0","0,0","0,0","1,0","0,0","1,0",Será desligado
MECANICO JR,EMPRESA A,A10368,23,MG,Médio,0,"0,14","1,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
1/2 OFICIAL ELETRICA,EMPRESA A,A08697,23,TO,Baixo,0,"0,14","0,0","0,0","0,0","0,0","0,0","1,0","0,0",Será desligado
1/2 OFICIAL ELETRICA,EMPRESA A,A04407,23,SP,Médio,0,"0,16","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
MECANICO JR,EMPRESA A,A10654,23,MG,Médio,0,"0,19","1,0","0,0","0,0","0,0","1,0","0,0","0,0",Será desligado
JARDINEIRO,EMPRESA B,B03920,23,RS,Médio,0,"0,2","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B02557,23,SP,Médio,0,"0,2","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B05244,23,PR,Alto,0,"0,21","1,0","0,0","1,0","0,0","0,0","0,0","0,0",Será desligado
TEC PLANEJA PL,EMPRESA A,A07435,23,PR,Alto,0,"0,21","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B05308,23,SP,Alto,0,"0,21","0,0","0,0","1,0","1,0","0,0","0,0","0,0",Será desligado
AJUDANTE DE MECANICO,EMPRESA A,A05995,23,SP,Alto,0,"0,22","0,0","0,0","0,0","0,0","1,0","0,0","0,0",Será desligado
1/2 OF DE MANUTENCAO,EMPRESA A,A09592,23,MG,Alto,0,"0,23","0,0","0,0","0,0","0,0","1,0","0,0","0,0",Será desligado
AUXILIAR LOGISTICA,EMPRESA A,A03925,23,MG,Alto,0,"0,23","1,0","0,0","0,0","0,0","1,0","0,0","1,0",Será desligado
AUX SERV GERAIS,EMPRESA A,A08446,23,MG,Alto,0,"0,24","1,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
TEC PLANEJA PL,EMPRESA A,A08958,23,MG,Médio,0,"0,24","1,0","0,0","1,0","0,0","0,0","0,0","0,0",Será desligado
MECANICO JR,EMPRESA A,A06042,23,MT,Médio,0,"0,24","1,0","0,0","1,0","0,0","0,0","0,0","0,0",Será desligado
TRATORISTA,EMPRESA B,B06467,23,MT,Baixo,0,"0,24","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
ASSIST ADM PL,EMPRESA A,A08036,23,RJ,Médio,0,"0,24","1,0","0,0","1,0","0,0","0,0","0,0","0,0",Será desligado
TEC PLANEJA PL,EMPRESA A,A09215,23,RJ,Médio,0,"0,24","0,0","0,0","1,0","0,0","0,0","1,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B04840,23,SP,Alto,0,"0,24","0,0","0,0","1,0","1,0","0,0","1,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA A,A03962,23,RS,Alto,0,"0,25","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
ASSIST ADM PL,EMPRESA A,A02727,23,SP,Médio,0,"0,25","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA A,A07223,23,RJ,Alto,0,"0,26","1,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUXILIAR OPERACIONAL,EMPRESA A,A04635,23,RJ,Médio,0,"0,26","1,0","0,0","1,0","0,0","1,0","0,0","0,0",Será desligado
AUX ADM JR,EMPRESA A,A07489,23,MT,Médio,0,"0,28","0,0","0,0","0,0","0,0","0,0","1,0","0,0",Será desligado
ESTAGIO ALMOXARIFADO,EMPRESA A,A02095,23,SP,Baixo,0,"0,29","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX ALMOXARIFE,EMPRESA A,A04853,23,GO,Médio,0,"0,31","0,0","0,0","0,0","0,0","1,0","1,0","0,0",Será desligado
JARDINEIRO,EMPRESA B,B03888,23,RS,Médio,0,"0,33","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
ANALISTAS DE SISTEMAS JR,EMPRESA A,A09593,23,TO,Alto,0,"0,33","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
TEC PLANEJA PL,EMPRESA A,A10427,23,MG,Médio,0,"0,34","1,0","0,0","0,0","0,0","1,0","0,0","0,0",Será desligado
AUX DE MANUTENCAO JR,EMPRESA A,A04983,23,MT,Baixo,0,"0,34","0,0","0,0","0,0","1,0","0,0","1,0","1,0",Será desligado
AUX DE MANUTENCAO JR,EMPRESA A,A07913,23,MG,Alto,0,"0,35","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B05154,23,MT,Alto,0,"0,35","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA B,B05141,23,BA,Médio,0,"0,37","0,0","0,0","0,0","1,0","0,0","0,0","0,0",Será desligado
AUXILIAR DE OPERACOE,EMPRESA B,B04183,23,SP,Baixo,0,"0,39","0,0","0,0","0,0","0,0","1,0","0,0","0,0",Será desligado
TEC EM SEGURANCA PL,EMPRESA A,A05186,23,MG,Médio,0,"0,41","1,0","0,0","1,0","0,0","1,0","0,0","0,0",Será desligado
AUX SERV GERAIS,EMPRESA A,A09805,23,RJ,Alto,0,"0,41","1,0","0,0","0,0","0,0","0,0","1,0","0,0",Será desligado
OFICIAL DE MANUTENCAO,EMPRESA A,A08455,23,MG,Médio,0,"0,42","1,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
AUXILIAR DE SUP.,EMPRESA A,A02169,23,SP,Alto,0,"0,42","0,0","0,0","0,0","0,0","0,0","0,0","0,0",Será desligado
