Cargo,GRUPO EMPRESA,Matricula,Idade,Estado,Classif. Salário,Situação,Tempo de Empresa,Vale Aliment.,Vale Refei.,Vale Transp.,Qtd. Dependentes,Conv. Médico,Conv. Odonto,Qtd. Promoções
AJUDANTE LIMPEZA,EMPRESA B,B05630,46,SP,Alto,1,"1,79","0,0","0,0","0,0","0,0","0,0","1,0","1,0"
AUX SERV GERAIS,EMPRESA B,B05634,46,SP,Alto,1,"1,79","1,0","0,0","1,0","4,0","0,0","0,0","0,0"
TEC PLANEJA SR,EMPRESA A,A06728,46,MS,Alto,1,"1,83","0,0","0,0","0,0","1,0","1,0","1,0","0,0"
TEC EM SEGURANCA SR,EMPRESA A,A06672,46,SP,Alto,1,"1,85","0,0","0,0","0,0","0,0","1,0","0,0","2,0"
MECANICO SR,EMPRESA A,A06514,46,MG,Médio,1,"1,95","1,0","0,0","0,0","1,0","1,0","1,0","0,0"
OFICIAL DE MANUTENCAO,EMPRESA A,A06324,46,MG,Alto,1,"2,09","1,0","0,0","0,0","3,0","1,0","0,0","0,0"
ARTIFICE CIVIL,EMPRESA A,A08340,46,SP,Alto,1,"2,11","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
AUX SERV GERAIS,EMPRESA A,A06247,46,RJ,Alto,1,"2,12","1,0","0,0","0,0","0,0","0,0","0,0","0,0"
ARTIFICE CIVIL,EMPRESA A,A05931,46,MG,Alto,1,"2,28","0,0","0,0","0,0","1,0","1,0","1,0","1,0"
ENCARREGADO PL,EMPRESA A,A05770,46,MG,Alto,1,"2,39","1,0","0,0","0,0","2,0","1,0","0,0","1,0"
ENCARREGADO PL,EMPRESA A,A05527,46,MG,Médio,1,"2,52","1,0","0,0","0,0","0,0","1,0","0,0","4,0"
TEC EM SEGURANCA SR,EMPRESA A,A05261,46,CE,Alto,1,"2,65","0,0","0,0","0,0","2,0","1,0","1,0","1,0"
MECANICO REFRIG PL,EMPRESA A,A05259,46,SP,Alto,1,"2,66","1,0","0,0","0,0","4,0","1,0","0,0","1,0"
AUX DE MANUTENCAO JR,EMPRESA A,A05151,46,RJ,Alto,1,"2,69","1,0","0,0","0,0","0,0","1,0","1,0","1,0"
CALDEIREIRO PL,EMPRESA A,A04736,46,MG,Médio,1,"2,89","1,0","0,0","0,0","0,0","1,0","1,0","1,0"
PEDREIRO,EMPRESA B,B04665,46,MG,Alto,1,"2,93","0,0","0,0","0,0","3,0","1,0","0,0","0,0"
MECANICO JR,EMPRESA A,A09930,46,DF,Alto,1,"3,4","0,0","0,0","1,0","0,0","0,0","0,0","1,0"
SOLDADOR PL,EMPRESA A,A04047,46,MG,Alto,1,"3,49","0,0","0,0","0,0","0,0","1,0","0,0","0,0"
MECANICO REFRIG PL,EMPRESA A,A04010,46,GO,Alto,1,"3,51","0,0","0,0","1,0","2,0","1,0","1,0","1,0"
AUX SERV GERAIS,EMPRESA B,B03744,46,RJ,Alto,1,"3,53","1,0","0,0","1,0","1,0","0,0","1,0","0,0"
LIDER DE MANUTENCAO,EMPRESA A,A03711,46,SP,Alto,1,"3,69","0,0","0,0","0,0","2,0","1,0","1,0","2,0"
AUX SERV GERAIS,EMPRESA B,B03491,46,SP,Alto,1,"3,76","1,0","0,0","0,0","2,0","0,0","1,0","0,0"
OFICIAL DE MANUTENCAO,EMPRESA A,A02870,46,SP,Alto,1,"4,41","0,0","0,0","1,0","0,0","0,0","0,0","1,0"
OF DE MANUTENCAO,EMPRESA A,A02146,46,MG,Baixo,1,"5,01","0,0","0,0","0,0","2,0","1,0","0,0","5,0"
SUPERVISOR PROJ SR,EMPRESA A,A01789,46,SP,Médio,1,"5,35","0,0","0,0","0,0","2,0","1,0","0,0","4,0"
LIDER MANUT CIVIL.,EMPRESA A,A01646,46,SP,Alto,1,"5,45","0,0","0,0","0,0","2,0","1,0","1,0","3,0"
AUX SERV GERAIS,EMPRESA B,B01548,46,ES,Alto,1,"5,95","1,0","0,0","0,0","3,0","1,0","1,0","3,0"
AUX SERV GERAIS,EMPRESA B,B01556,46,ES,Alto,1,"5,95","1,0","0,0","0,0","0,0","1,0","1,0","2,0"
LIDER DE TURMA,EMPRESA B,B01532,46,ES,Alto,1,"5,95","1,0","0,0","1,0","0,0","1,0","1,0","4,0"
SUPERVISOR DE RH JR,EMPRESA A,A01279,46,SP,Baixo,1,"6,16","0,0","0,0","0,0","0,0","1,0","0,0","5,0"
AJUDANTE LIMPEZA,EMPRESA B,B00941,46,SP,Alto,1,"6,43","1,0","0,0","1,0","4,0","0,0","0,0","0,0"
MECANICO SR,EMPRESA A,A00932,46,MG,Alto,1,"7,01","0,0","0,0","0,0","2,0","1,0","1,0","2,0"
MECANICO SR,EMPRESA A,A00969,46,MG,Alto,1,"7,01","0,0","0,0","0,0","5,0","1,0","1,0","4,0"
AUX SERV GERAIS,EMPRESA B,B00449,46,SP,Alto,1,"7,26","1,0","0,0","1,0","0,0","0,0","0,0","0,0"
LIDER DE CALDEIRARIA,EMPRESA A,A00513,46,RJ,Alto,1,"7,47","1,0","0,0","0,0","4,0","1,0","1,0","3,0"
TEC EM SEGURANCA JR,EMPRESA A,A00239,46,RJ,Alto,1,"8,37","1,0","0,0","0,0","0,0","1,0","1,0","2,0"
ARTIFICE CIVIL,EMPRESA A,A11478,46,SP,Alto,1,"0,04","0,0","1,0","1,0","1,0","0,0","1,0","0,0"
AUX SERV GERAIS,EMPRESA B,B07265,46,MG,Alto,1,"0,1","1,0","1,0","1,0","0,0","1,0","1,0","0,0"
TECNICO MECANICA,EMPRESA C,C03955,46,SP,Médio,1,"0,13","0,0","1,0","0,0","0,0","0,0","0,0","0,0"
MECANICO JR,EMPRESA A,A11058,46,GO,Alto,1,"0,18","1,0","1,0","0,0","0,0","1,0","1,0","0,0"
OFICIAL DE MANUTENCAO,EMPRESA C,C03910,46,SP,Alto,1,"0,22","0,0","1,0","1,0","6,0","0,0","0,0","0,0"
TEC PLANEJA PL,EMPRESA C,C03577,46,SP,Médio,1,"0,79","0,0","1,0","1,0","2,0","0,0","1,0","1,0"
AUX JARDINAGEM,EMPRESA B,B06548,46,MG,Alto,1,"0,91","0,0","1,0","1,0","0,0","1,0","1,0","0,0"
ELETROMECANICO PL,EMPRESA C,C03539,46,MG,Alto,1,"0,97","0,0","1,0","0,0","1,0","0,0","0,0","0,0"
AUX SERV GERAIS,EMPRESA B,B06195,46,MG,Alto,1,"1,25","1,0","1,0","1,0","1,0","1,0","1,0","0,0"
ARTIFICE CIVIL,EMPRESA C,C03322,46,SP,Alto,1,"1,45","0,0","1,0","0,0","0,0","0,0","0,0","0,0"
ELETROMECANICO PL,EMPRESA C,C03265,46,RJ,Médio,1,"1,51","0,0","1,0","0,0","2,0","0,0","0,0","0,0"
PEDREIRO,EMPRESA C,C03246,46,SP,Alto,1,"1,54","0,0","1,0","0,0","3,0","0,0","0,0","1,0"
COORD OPERACIONAL,EMPRESA C,C03474,46,SP,Médio,1,"1,57","0,0","1,0","0,0","2,0","0,0","0,0","1,0"
LIDER MANUT CIVIL.,EMPRESA C,C02705,46,SP,Alto,1,"2,6","0,0","1,0","0,0","1,0","0,0","0,0","1,0"
ARTIFICE CIVIL,EMPRESA C,C02608,46,SP,Alto,1,"2,73","0,0","1,0","0,0","1,0","0,0","0,0","0,0"
AJUDANTE LIMPEZA,EMPRESA B,B04325,46,SP,Alto,1,"3,17","0,0","1,0","1,0","1,0","0,0","0,0","0,0"
ELETR. MANUTENCAO JR,EMPRESA C,C02307,46,SP,Alto,1,"3,44","0,0","1,0","0,0","0,0","0,0","0,0","1,0"
1/2 OFICIAL POLIVALE,EMPRESA C,C03546,46,ES,Baixo,1,"3,52","0,0","1,0","1,0","1,0","1,0","0,0","1,0"
AUX SERV GERAIS,EMPRESA B,B03657,46,SP,Alto,1,"3,61","1,0","1,0","1,0","0,0","0,0","0,0","0,0"
LIDER DE LIMPEZA,EMPRESA B,B03310,46,SP,Alto,1,"4,01","1,0","1,0","1,0","2,0","0,0","0,0","1,0"
OFICIAL DE MANUTENCAO,EMPRESA A,A07471,46,SP,Alto,1,"4,03","1,0","1,0","0,0","3,0","1,0","0,0","2,0"
TEC EM SEGURANCA PL,EMPRESA A,A02118,46,SP,Alto,1,"5,07","0,0","1,0","0,0","3,0","0,0","1,0","0,0"
ARTIFICE CIVIL,EMPRESA C,C00369,46,SP,Alto,1,"6,09","0,0","1,0","1,0","4,0","0,0","0,0","1,0"
SUPERVISOR,EMPRESA C,C00545,46,SP,Alto,1,"6,35","1,0","1,0","1,0","0,0","0,0","0,0","2,0"
ENCARREGADO,EMPRESA A,A11495,47,MG,Alto,1,"0,04","0,0","0,0","0,0","3,0","0,0","0,0","0,0"
AJUDANTE LIMPEZA,EMPRESA B,B07308,47,SP,Alto,1,"0,07","0,0","0,0","0,0","0,0","0,0","1,0","0,0"
TEC EM SEGURANCA SR,EMPRESA A,A11433,47,SP,Alto,1,"0,07","0,0","0,0","0,0","3,0","1,0","1,0","0,0"
MECANICO JR,EMPRESA A,A11363,47,MG,Alto,1,"0,1","1,0","0,0","0,0","0,0","1,0","1,0","0,0"
ELETR. MANUTENCAO PL,EMPRESA A,A11236,47,MG,Alto,1,"0,15","1,0","0,0","0,0","1,0","1,0","1,0","0,0"
MECANICO JR,EMPRESA A,A11222,47,MG,Médio,1,"0,15","1,0","0,0","0,0","0,0","1,0","1,0","0,0"
SUPERVISOR PROJ JR,EMPRESA A,A11218,47,RS,Alto,1,"0,15","0,0","0,0","0,0","4,0","0,0","1,0","0,0"
SUPERVISOR PROJ SR,EMPRESA A,A11217,47,SP,Médio,1,"0,15","0,0","0,0","0,0","3,0","1,0","1,0","0,0"
ENCANADOR,EMPRESA A,A11167,47,SP,Alto,1,"0,16","0,0","0,0","0,0","0,0","1,0","1,0","0,0"
ENCANADOR,EMPRESA A,A11170,47,SP,Alto,1,"0,16","0,0","0,0","0,0","2,0","1,0","1,0","0,0"
SUPERVISOR PROJ SR,EMPRESA A,A11129,47,SP,Médio,1,"0,16","0,0","0,0","0,0","2,0","1,0","1,0","0,0"
OFICIAL DE MANUTENCAO,EMPRESA A,A10992,47,RJ,Médio,1,"0,2","0,0","0,0","1,0","1,0","1,0","1,0","0,0"
TEC EM SEGURANCA JR,EMPRESA A,A10947,47,MG,Médio,1,"0,22","1,0","0,0","0,0","0,0","1,0","1,0","0,0"
AUX SERV GERAIS,EMPRESA B,B07149,47,ES,Alto,1,"0,24","1,0","0,0","0,0","2,0","1,0","1,0","0,0"
ENCARREGADO,EMPRESA A,A10479,47,MG,Alto,1,"0,37","1,0","0,0","0,0","0,0","1,0","1,0","0,0"
OPERADOR DE MUNCK,EMPRESA A,A10497,47,MG,Alto,1,"0,37","1,0","0,0","1,0","1,0","1,0","0,0","0,0"
TEC. ELET. MANUT,EMPRESA A,A10401,47,SP,Alto,1,"0,4","0,0","0,0","0,0","2,0","1,0","1,0","0,0"
SUPERVISOR PROJ JR,EMPRESA A,A10383,47,PE,Alto,1,"0,41","0,0","0,0","0,0","1,0","1,0","1,0","0,0"
SOLDADOR PL,EMPRESA A,A10289,47,RS,Alto,1,"0,44","0,0","0,0","0,0","0,0","0,0","1,0","1,0"
MECANICO JR,EMPRESA A,A10217,47,RS,Baixo,1,"0,47","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
ARTIFICE CIVIL,EMPRESA A,A09965,47,MS,Alto,1,"0,57","0,0","0,0","0,0","2,0","0,0","0,0","0,0"
AJUDANTE LIMPEZA,EMPRESA B,B06835,47,MT,Alto,1,"0,57","1,0","0,0","1,0","2,0","0,0","1,0","0,0"
ASSIST ADM JR,EMPRESA A,A09875,47,SP,Alto,1,"0,6","0,0","0,0","0,0","0,0","0,0","1,0","1,0"
MECANICO JR,EMPRESA A,A09835,47,MG,Médio,1,"0,61","1,0","0,0","0,0","0,0","1,0","1,0","2,0"
SOLDADOR,EMPRESA A,A09837,47,MG,Alto,1,"0,61","1,0","0,0","0,0","0,0","1,0","1,0","1,0"
OFICIAL DE MANUTENCAO,EMPRESA A,A09874,47,SP,Alto,1,"0,61","0,0","0,0","0,0","2,0","0,0","0,0","0,0"
AUX SERV GERAIS,EMPRESA A,A09282,47,MG,Alto,1,"0,78","1,0","0,0","0,0","0,0","0,0","0,0","0,0"
MECANICO JR,EMPRESA A,A09295,47,MG,Alto,1,"0,79","1,0","0,0","0,0","0,0","1,0","1,0","0,0"
TEC. MANUT. MEC. PL.,EMPRESA A,A09270,47,SP,Alto,1,"0,8","0,0","0,0","0,0","2,0","0,0","1,0","0,0"
CALDEIREIRO PL,EMPRESA A,A09088,47,RJ,Alto,1,"0,85","1,0","0,0","0,0","2,0","1,0","1,0","0,0"
AUX ALMOXARIFE,EMPRESA B,B06614,47,SE,Alto,1,"0,85","1,0","0,0","0,0","0,0","1,0","1,0","0,0"
AJUDANTE LIMPEZA,EMPRESA B,B06533,47,SP,Alto,1,"0,94","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
ANALISTASI. DE ESTOQUE PL,EMPRESA A,A08846,47,RS,Alto,1,"0,95","0,0","0,0","0,0","2,0","1,0","1,0","0,0"
AUX SERV GERAIS,EMPRESA B,B06335,47,ES,Alto,1,"1,1","1,0","0,0","0,0","1,0","1,0","1,0","0,0"
AJUDANTE LIMPEZA,EMPRESA B,B06259,47,SP,Alto,1,"1,18","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
ARTIFICE CIVIL,EMPRESA A,A08334,47,SP,Alto,1,"1,46","0,0","0,0","0,0","4,0","0,0","0,0","0,0"
PINTOR PREDIAL,EMPRESA B,B05915,47,MG,Alto,1,"1,52","0,0","0,0","0,0","2,0","1,0","0,0","1,0"
AJUDANTE LIMPEZA,EMPRESA B,B05827,47,RS,Alto,1,"1,54","0,0","0,0","0,0","2,0","1,0","0,0","0,0"
ENG PROJETOS SR,EMPRESA A,A07323,47,SP,Alto,1,"1,56","0,0","0,0","0,0","0,0","1,0","1,0","1,0"
AJUDANTE LIMPEZA,EMPRESA B,B05768,47,MG,Alto,1,"1,62","0,0","0,0","0,0","0,0","1,0","0,0","1,0"
TEC EM SEGURANCA PL,EMPRESA A,A07084,47,SP,Médio,1,"1,65","0,0","0,0","0,0","2,0","1,0","1,0","1,0"
VIGIA DE OBRA,EMPRESA A,A07034,47,MG,Alto,1,"1,68","1,0","0,0","0,0","0,0","1,0","1,0","0,0"
AJUDANTE LIMPEZA,EMPRESA B,B05621,47,SP,Alto,1,"1,81","0,0","0,0","0,0","2,0","0,0","0,0","0,0"
AJUDANTE LIMPEZA,EMPRESA B,B05489,47,MG,Alto,1,"1,91","0,0","0,0","0,0","1,0","1,0","1,0","0,0"
AUXILIAR DE COMPRAS,EMPRESA A,A06513,47,MG,Alto,1,"1,95","1,0","0,0","0,0","4,0","1,0","1,0","1,0"
TEC EM SEGURANCA SR,EMPRESA A,A06371,47,SP,Alto,1,"2,03","0,0","0,0","0,0","1,0","1,0","1,0","1,0"
TELHADISTA,EMPRESA A,A06338,47,SP,Alto,1,"2,08","0,0","0,0","1,0","2,0","1,0","0,0","1,0"
LIDER MANUT CIVIL.,EMPRESA A,A06256,47,MG,Alto,1,"2,12","1,0","0,0","0,0","0,0","1,0","1,0","0,0"
MECANICO JR,EMPRESA A,A06183,47,MG,Alto,1,"2,16","1,0","0,0","0,0","0,0","1,0","0,0","2,0"
SOLDADOR,EMPRESA A,A06119,47,MG,Alto,1,"2,19","1,0","0,0","0,0","0,0","1,0","1,0","1,0"
ENCARREGADO LIMPEZA,EMPRESA A,A05951,47,RJ,Alto,1,"2,25","1,0","0,0","0,0","0,0","1,0","1,0","2,0"
LIDER MANUT CIVIL.,EMPRESA A,A05768,47,MG,Alto,1,"2,39","1,0","0,0","0,0","2,0","1,0","1,0","0,0"
ELETR. MANUTENCAO PL,EMPRESA A,A05731,47,SP,Alto,1,"2,4","1,0","0,0","1,0","0,0","1,0","1,0","0,0"
TEC EM SEGURANCA PL,EMPRESA A,A05707,47,SP,Alto,1,"2,41","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
ENCARREGADO,EMPRESA A,A05627,47,MG,Alto,1,"2,45","1,0","0,0","0,0","2,0","1,0","1,0","1,0"
AUX SERV GERAIS,EMPRESA B,B05032,47,RJ,Alto,1,"2,52","0,0","0,0","1,0","1,0","0,0","1,0","0,0"
SUPERVISOR PROJ PL,EMPRESA A,A05531,47,SP,Médio,1,"2,52","0,0","0,0","0,0","1,0","1,0","1,0","0,0"
MECANICO JR,EMPRESA A,A05449,47,MG,Alto,1,"2,57","1,0","0,0","0,0","0,0","1,0","0,0","1,0"
LIDER MANUT CIVIL.,EMPRESA A,A05404,47,MG,Alto,1,"2,59","1,0","0,0","0,0","0,0","1,0","0,0","0,0"
ARTIFICE CIVIL,EMPRESA A,A08782,47,SP,Alto,1,"2,61","0,0","0,0","0,0","2,0","0,0","0,0","1,0"
TEC EM SEGURANCA SR,EMPRESA A,A05102,47,SP,Alto,1,"2,73","0,0","0,0","0,0","0,0","1,0","0,0","1,0"
AUX SERV GERAIS,EMPRESA B,B04787,47,ES,Alto,1,"2,8","1,0","0,0","1,0","0,0","1,0","1,0","0,0"
SOLDADOR,EMPRESA A,A04956,47,MG,Alto,1,"2,8","1,0","0,0","0,0","0,0","1,0","0,0","1,0"
LIDER DE JARDINAGEM,EMPRESA B,B04043,47,PR,Alto,1,"3,42","1,0","0,0","0,0","1,0","0,0","0,0","0,0"
AJUDANTE LIMPEZA,EMPRESA B,B03784,47,SP,Alto,1,"3,5","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
FAXINEIRO INDUSTRIAL,EMPRESA B,B03680,47,BA,Alto,1,"3,57","0,0","0,0","0,0","0,0","1,0","1,0","4,0"
OFICIAL DE MANUTENCAO,EMPRESA A,A03508,47,PE,Alto,1,"3,77","1,0","0,0","0,0","0,0","1,0","0,0","0,0"
CALDEIREIRO PL,EMPRESA A,A03451,47,BA,Alto,1,"3,78","1,0","0,0","0,0","3,0","1,0","1,0","1,0"
SUPERVISOR,EMPRESA A,A03466,47,BA,Alto,1,"3,78","1,0","0,0","0,0","3,0","1,0","1,0","1,0"
ESPECIAL. MANUT. MEC,EMPRESA A,A03344,47,MT,Alto,1,"3,86","0,0","0,0","0,0","3,0","1,0","1,0","4,0"
AUX SERV GERAIS,EMPRESA B,B03033,47,SP,Alto,1,"4,28","1,0","0,0","0,0","0,0","0,0","0,0","2,0"
AUX SERV GERAIS,EMPRESA B,B02872,47,ES,Alto,1,"4,45","1,0","0,0","0,0","1,0","1,0","1,0","1,0"
OPERADOR DE MAQUINAS,EMPRESA B,B02299,47,SP,Alto,1,"5,12","1,0","0,0","0,0","0,0","0,0","0,0","1,0"
TECNICO CAMPO SR,EMPRESA A,A01804,47,MG,Alto,1,"5,35","0,0","0,0","0,0","1,0","1,0","1,0","2,0"
TEC. ELET. MANUT SR,EMPRESA A,A01305,47,MT,Alto,1,"6,09","0,0","0,0","0,0","3,0","1,0","1,0","4,0"
COPEIRA PL,EMPRESA B,B00034,47,SP,Alto,1,"8,49","0,0","0,0","1,0","0,0","1,0","0,0","1,0"
ORCAMENTISTA,EMPRESA A,A10507,47,SP,Baixo,1,"0,36","0,0","1,0","0,0","3,0","1,0","1,0","0,0"
AUX SERV GERAIS,EMPRESA B,B06778,47,SP,Alto,1,"0,62","1,0","1,0","0,0","0,0","0,0","0,0","0,0"
CALDEIREIRO PL,EMPRESA C,C03668,47,SP,Alto,1,"0,63","0,0","1,0","0,0","1,0","1,0","1,0","0,0"
AUX SERV GERAIS,EMPRESA B,B06660,47,SP,Alto,1,"0,79","1,0","1,0","1,0","1,0","0,0","0,0","0,0"
ELETR. MANUTENCAO JR,EMPRESA A,A09170,47,SP,Alto,1,"0,84","0,0","1,0","0,0","0,0","1,0","1,0","0,0"
AUX SERV GERAIS,EMPRESA B,B06574,47,MG,Alto,1,"0,9","1,0","1,0","1,0","1,0","1,0","1,0","0,0"
LIDER DE MANUTENCAO,EMPRESA C,C03552,47,SP,Alto,1,"0,9","0,0","1,0","0,0","1,0","0,0","1,0","0,0"
AJUDANTE DE MECANICO,EMPRESA C,C03543,47,MG,Alto,1,"0,93","0,0","1,0","0,0","0,0","0,0","0,0","1,0"
SOLDADOR PL,EMPRESA C,C03535,47,SP,Alto,1,"0,96","0,0","1,0","1,0","2,0","1,0","1,0","3,0"
AUX SERV GERAIS,EMPRESA B,B06480,47,SP,Alto,1,"0,99","1,0","1,0","1,0","2,0","0,0","0,0","0,0"
AJUDANTE DE REFRIGER,EMPRESA C,C03511,47,SP,Alto,1,"1,05","0,0","1,0","0,0","3,0","0,0","0,0","0,0"
TECNICO MECANICA,EMPRESA C,C03453,47,SP,Médio,1,"1,22","0,0","1,0","1,0","0,0","0,0","0,0","0,0"
JARDINEIRO,EMPRESA B,B06145,47,SP,Alto,1,"1,29","1,0","1,0","0,0","0,0","0,0","0,0","0,0"
ENCARREGADO LIMPEZA,EMPRESA B,B06009,47,MG,Alto,1,"1,45","1,0","1,0","1,0","0,0","1,0","0,0","0,0"
AJUDANTE LIMPEZA,EMPRESA B,B05678,47,SP,Alto,1,"1,73","0,0","1,0","0,0","1,0","0,0","1,0","0,0"
AJUDANTE LIMPEZA,EMPRESA B,B05459,47,SP,Alto,1,"1,95","1,0","1,0","0,0","0,0","0,0","0,0","1,0"
AUX SERV GERAIS,EMPRESA B,B04346,47,SP,Alto,1,"3,15","1,0","1,0","1,0","1,0","0,0","0,0","0,0"
AUX SERV GERAIS,EMPRESA B,B02702,47,SP,Alto,1,"4,61","1,0","1,0","1,0","1,0","0,0","0,0","0,0"
ARTIFICE CIVIL,EMPRESA C,C00678,47,SP,Alto,1,"5,28","0,0","1,0","1,0","0,0","0,0","1,0","0,0"
ELETR. MANUTENCAO JR,EMPRESA A,A11562,48,SP,Alto,1,"0,01","0,0","0,0","1,0","0,0","0,0","0,0","0,0"
ELETR. MANUTENCAO PL,EMPRESA C,C04000,48,SP,Médio,1,"0,03","0,0","0,0","0,0","3,0","0,0","0,0","0,0"
ELETR. MANUTENCAO JR,EMPRESA A,A11335,48,MG,Alto,1,"0,11","0,0","0,0","0,0","3,0","0,0","0,0","0,0"
SOLDADOR,EMPRESA A,A11261,48,MG,Alto,1,"0,13","1,0","0,0","1,0","0,0","1,0","0,0","0,0"
AJUDANTE LIMPEZA,EMPRESA B,B07241,48,SP,Alto,1,"0,15","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
AUX SERV GERAIS,EMPRESA A,A11095,48,MG,Alto,1,"0,16","1,0","0,0","0,0","0,0","0,0","0,0","0,0"
ENCANADOR,EMPRESA A,A11177,48,SP,Alto,1,"0,16","0,0","0,0","0,0","4,0","1,0","0,0","0,0"
SOLDADOR,EMPRESA A,A11080,48,MG,Alto,1,"0,18","1,0","0,0","0,0","0,0","1,0","1,0","0,0"
SUPERVISOR,EMPRESA A,A10997,48,MG,Alto,1,"0,2","1,0","0,0","0,0","1,0","1,0","1,0","0,0"
SUPERVISOR,EMPRESA A,A10978,48,PE,Alto,1,"0,2","0,0","0,0","1,0","2,0","1,0","1,0","0,0"
OPERADOR ROCADEIRA,EMPRESA B,B07180,48,RJ,Alto,1,"0,2","0,0","0,0","1,0","2,0","1,0","0,0","0,0"
AJUDANTE LIMPEZA,EMPRESA B,B07138,48,SP,Alto,1,"0,24","0,0","0,0","1,0","2,0","0,0","0,0","0,0"
ELETR. MANUTENCAO PL,EMPRESA A,A10844,48,GO,Alto,1,"0,25","0,0","0,0","0,0","0,0","1,0","1,0","0,0"
ELETR. MANUTENCAO JR,EMPRESA A,A10831,48,MG,Alto,1,"0,26","1,0","0,0","1,0","3,0","1,0","1,0","0,0"
ELETR. MANUTENCAO JR,EMPRESA A,A10434,48,MG,Alto,1,"0,39","1,0","0,0","0,0","2,0","1,0","1,0","0,0"
COORD OPERACIONAL,EMPRESA A,A10280,48,MG,Alto,1,"0,43","0,0","0,0","0,0","2,0","1,0","1,0","0,0"
SUPERVISOR,EMPRESA A,A10095,48,RS,Médio,1,"0,51","0,0","0,0","0,0","0,0","1,0","1,0","0,0"
ELETROMECANICO PL,EMPRESA A,A09115,48,MT,Alto,1,"0,85","0,0","0,0","0,0","0,0","1,0","0,0","0,0"
PINTOR PREDIAL,EMPRESA A,A08940,48,MG,Alto,1,"0,92","1,0","0,0","0,0","0,0","0,0","0,0","1,0"
AUX SERV GERAIS,EMPRESA B,B06498,48,ES,Alto,1,"0,98","1,0","0,0","0,0","1,0","1,0","1,0","0,0"
AUX SERV GERAIS,EMPRESA B,B06411,48,TO,Alto,1,"1,05","0,0","0,0","0,0","0,0","1,0","1,0","1,0"
OFICIAL DE MANUTENCAO,EMPRESA A,A08520,48,SP,Alto,1,"1,08","0,0","0,0","0,0","3,0","1,0","0,0","0,0"
MENSAGEIRO,EMPRESA A,A08517,48,RS,Alto,1,"1,09","0,0","0,0","0,0","0,0","1,0","1,0","0,0"
ELETR. MANUTENCAO JR,EMPRESA A,A08496,48,MG,Alto,1,"1,1","0,0","0,0","1,0","3,0","1,0","1,0","0,0"
MOTORISTA CAMINHAO,EMPRESA A,A08499,48,MG,Alto,1,"1,1","1,0","0,0","0,0","0,0","0,0","0,0","0,0"
DESENHISTA PROJETIST,EMPRESA A,A08236,48,MG,Baixo,1,"1,18","1,0","0,0","0,0","2,0","1,0","1,0","0,0"
OFICIAL DE MANUTENCAO,EMPRESA A,A08244,48,RJ,Alto,1,"1,18","1,0","0,0","1,0","1,0","1,0","0,0","0,0"
TEC EM SEGURANCA PL,EMPRESA A,A08180,48,SP,Médio,1,"1,2","0,0","0,0","0,0","1,0","1,0","1,0","1,0"
COORD OPERACIONAL,EMPRESA A,A08105,48,MS,Baixo,1,"1,23","0,0","0,0","0,0","0,0","1,0","0,0","0,0"
JARDINEIRO,EMPRESA B,B06194,48,PE,Alto,1,"1,25","0,0","0,0","0,0","2,0","1,0","1,0","0,0"
SUPERVISOR PL,EMPRESA A,A07822,48,MG,Alto,1,"1,37","1,0","0,0","0,0","0,0","1,0","1,0","2,0"
AJUDANTE LIMPEZA,EMPRESA B,B06039,48,MT,Alto,1,"1,41","0,0","0,0","0,0","0,0","1,0","1,0","0,0"
OFICIAL DE MANUTENCAO,EMPRESA A,A07391,48,MG,Alto,1,"1,54","1,0","0,0","0,0","0,0","1,0","1,0","0,0"
JARDINEIRO,EMPRESA B,B05812,48,PE,Alto,1,"1,56","0,0","0,0","0,0","5,0","1,0","0,0","0,0"
OFICIAL DE MANUTENCAO,EMPRESA A,A07277,48,MG,Alto,1,"1,58","1,0","0,0","0,0","0,0","1,0","0,0","0,0"
SUPERVISOR PROJ SR,EMPRESA A,A07197,48,SP,Alto,1,"1,61","0,0","0,0","0,0","0,0","1,0","1,0","0,0"
SOLDADOR PL,EMPRESA A,A07136,48,MA,Alto,1,"1,62","0,0","0,0","0,0","2,0","1,0","0,0","0,0"
ELETR. MANUTENCAO PL,EMPRESA A,A07032,48,MG,Alto,1,"1,69","1,0","0,0","0,0","1,0","1,0","1,0","0,0"
AJUDANTE LIMPEZA,EMPRESA B,B05662,48,SP,Alto,1,"1,77","0,0","0,0","0,0","1,0","0,0","0,0","0,0"
SUPERVISOR PROJ SR,EMPRESA A,A06766,48,SP,Alto,1,"1,81","0,0","0,0","0,0","0,0","1,0","1,0","1,0"
AJUDANTE LIMPEZA,EMPRESA B,B05598,48,SP,Alto,1,"1,82","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
VIGIA DE OBRA,EMPRESA A,A06734,48,MG,Alto,1,"1,83","1,0","0,0","0,0","2,0","1,0","0,0","0,0"
MECANICO JR,EMPRESA A,A06585,48,MG,Médio,1,"1,9","1,0","0,0","0,0","1,0","1,0","0,0","3,0"
