Cargo,GRUPO EMPRESA,Matricula,Idade,Estado,Classif. Salário,Situação,Tempo de Empresa,Vale Aliment.,Vale Refei.,Vale Transp.,Qtd. Dependentes,Conv. Médico,Conv. Odonto,Qtd. Promoções
AUX SERV GERAIS,EMPRESA B,B05516,48,MT,Baixo,1,"1,91","1,0","0,0","0,0","0,0","0,0","0,0","0,0"
AJUDANTE LIMPEZA,EMPRESA B,B05490,48,SP,Alto,1,"1,92","0,0","0,0","1,0","1,0","0,0","0,0","0,0"
TEC EM SEGURANCA PL,EMPRESA A,A06539,48,SP,Alto,1,"1,93","1,0","0,0","0,0","2,0","0,0","0,0","0,0"
CALCETEIRO,EMPRESA A,A06203,48,SP,Alto,1,"2,15","1,0","0,0","0,0","2,0","0,0","0,0","0,0"
MECANICO JR,EMPRESA A,A06030,48,MG,Médio,1,"2,23","1,0","0,0","0,0","0,0","1,0","1,0","3,0"
ELETRICISTA LIDER,EMPRESA A,A06027,48,SP,Alto,1,"2,23","0,0","0,0","0,0","2,0","1,0","1,0","2,0"
MECANICO SR,EMPRESA A,A05747,48,MG,Alto,1,"2,4","0,0","0,0","0,0","2,0","1,0","0,0","3,0"
MECANICO JR,EMPRESA A,A05685,48,MG,Alto,1,"2,43","1,0","0,0","0,0","1,0","1,0","0,0","2,0"
AUX SERV GERAIS,EMPRESA B,B04918,48,RJ,Alto,1,"2,64","1,0","0,0","1,0","0,0","0,0","1,0","1,0"
AJUDANTE LIMPEZA,EMPRESA B,B04831,48,MG,Alto,1,"2,77","0,0","0,0","0,0","1,0","1,0","1,0","1,0"
SOLDADOR,EMPRESA A,A04874,48,MG,Alto,1,"2,83","1,0","0,0","0,0","1,0","1,0","1,0","1,0"
AJUDANTE LIMPEZA,EMPRESA B,B04747,48,SP,Alto,1,"2,84","0,0","0,0","1,0","1,0","0,0","0,0","0,0"
JARDINEIRO,EMPRESA B,B04651,48,SP,Alto,1,"2,94","1,0","0,0","1,0","2,0","0,0","1,0","1,0"
AGENTE NOVOS NEGOCIO,EMPRESA A,A06720,48,RS,Alto,1,"3,47","0,0","0,0","0,0","2,0","1,0","0,0","2,0"
SERRALHEIRO,EMPRESA A,A03921,48,SP,Alto,1,"3,59","0,0","0,0","0,0","0,0","1,0","0,0","0,0"
AUX SERV GERAIS,EMPRESA B,B03336,48,ES,Alto,1,"3,98","1,0","0,0","0,0","0,0","1,0","1,0","0,0"
AUX SERV GERAIS,EMPRESA B,B02628,48,ES,Alto,1,"4,74","1,0","0,0","1,0","1,0","1,0","1,0","1,0"
AUX SERV GERAIS,EMPRESA A,A02086,48,RJ,Alto,1,"5,12","1,0","0,0","1,0","0,0","1,0","1,0","0,0"
SUPERVISOR PROJ SR,EMPRESA A,A01843,48,SP,Alto,1,"5,35","0,0","0,0","0,0","0,0","1,0","0,0","1,0"
AJUDANTE LIMPEZA,EMPRESA B,B01827,48,SP,Alto,1,"5,68","1,0","0,0","1,0","0,0","1,0","1,0","1,0"
AUX SERV GERAIS,EMPRESA B,B01618,48,SP,Alto,1,"5,95","0,0","0,0","1,0","0,0","0,0","0,0","0,0"
ARTIFICE CIVIL,EMPRESA A,A01200,48,MG,Alto,1,"6,3","0,0","0,0","0,0","1,0","1,0","0,0","2,0"
SUPERVISOR,EMPRESA A,A00906,48,SP,Alto,1,"7,01","0,0","0,0","0,0","4,0","1,0","1,0","4,0"
TECNICO ELETROTECNIC,EMPRESA A,A00516,48,RJ,Alto,1,"7,47","1,0","0,0","0,0","4,0","1,0","0,0","4,0"
PEDREIRO,EMPRESA A,A00379,48,RJ,Alto,1,"7,83","1,0","0,0","0,0","1,0","0,0","1,0","0,0"
OFICIAL DE MANUTENCAO,EMPRESA A,A00105,48,SP,Alto,1,"8,61","1,0","0,0","1,0","1,0","1,0","1,0","1,0"
MECANICO JR,EMPRESA C,C04002,48,SP,Alto,1,"0,03","0,0","1,0","0,0","0,0","0,0","0,0","0,0"
TEC EM SEGURANCA JR,EMPRESA B,B07285,48,MG,Alto,1,"0,08","1,0","1,0","1,0","0,0","1,0","0,0","0,0"
TELHADISTA,EMPRESA C,C03967,48,SP,Alto,1,"0,11","0,0","1,0","0,0","2,0","0,0","0,0","1,0"
AUX SERV GERAIS,EMPRESA B,B07184,48,SP,Alto,1,"0,2","1,0","1,0","1,0","0,0","0,0","1,0","0,0"
SOLDADOR PL,EMPRESA C,C03858,48,SP,Alto,1,"0,33","0,0","1,0","0,0","0,0","0,0","0,0","2,0"
ARTIFICE CIVIL,EMPRESA C,C03812,48,SP,Alto,1,"0,39","0,0","1,0","0,0","0,0","0,0","0,0","1,0"
CALDEIREIRO PL,EMPRESA C,C03666,48,SP,Alto,1,"0,63","0,0","1,0","0,0","0,0","0,0","0,0","0,0"
SOLDADOR PL,EMPRESA C,C03663,48,SP,Alto,1,"0,63","0,0","1,0","0,0","0,0","0,0","0,0","0,0"
MECANICO PL,EMPRESA A,A09462,48,SP,Médio,1,"0,74","0,0","1,0","1,0","2,0","0,0","1,0","0,0"
1/2 OF DE MANUTENCAO,EMPRESA A,A09242,48,SP,Alto,1,"0,81","1,0","1,0","1,0","0,0","1,0","1,0","0,0"
AGENTE DE HIGIENIZAC,EMPRESA B,B06419,48,SP,Baixo,1,"1,02","0,0","1,0","0,0","2,0","0,0","0,0","2,0"
JARDINEIRO,EMPRESA B,B06168,48,SP,Alto,1,"1,28","1,0","1,0","0,0","0,0","0,0","0,0","0,0"
AJUDANTE LIMPEZA,EMPRESA B,B05888,48,SP,Alto,1,"1,52","1,0","1,0","1,0","1,0","1,0","0,0","0,0"
ENC SERVICOS GERAIS,EMPRESA B,B05861,48,SP,Alto,1,"1,54","1,0","1,0","0,0","0,0","0,0","1,0","0,0"
MECANICO PL,EMPRESA A,A04673,48,SP,Médio,1,"2,93","0,0","1,0","1,0","0,0","0,0","0,0","0,0"
ARTIFICE CIVIL,EMPRESA C,C02499,48,SP,Alto,1,"3,02","0,0","1,0","1,0","3,0","0,0","0,0","0,0"
SUPERVISOR,EMPRESA C,C01951,48,SP,Alto,1,"4,07","0,0","1,0","0,0","2,0","0,0","1,0","2,0"
ENCARREGADO,EMPRESA C,C00922,48,SP,Baixo,1,"4,53","0,0","1,0","0,0","3,0","1,0","1,0","0,0"
INSPETOR DE FAIXA,EMPRESA C,C00923,48,SP,Baixo,1,"4,53","0,0","1,0","0,0","2,0","1,0","1,0","0,0"
AUX SERV GERAIS,EMPRESA B,B01518,48,SP,Alto,1,"5,95","1,0","1,0","1,0","1,0","0,0","0,0","0,0"
SUPERVISOR DE RH JR,EMPRESA A,A05271,48,SP,Baixo,1,"6,12","0,0","1,0","0,0","2,0","1,0","1,0","3,0"
ENCARREGADO LIMPEZA,EMPRESA B,B01002,48,SP,Alto,1,"6,32","1,0","1,0","1,0","0,0","1,0","1,0","1,0"
LIDER DE MANUTENCAO,EMPRESA C,C00297,48,SP,Alto,1,"6,37","0,0","1,0","0,0","3,0","1,0","1,0","4,0"
AUX SERV GERAIS,EMPRESA B,B07372,49,MT,Alto,1,"-0,01","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
OFICIAL DE MANUTENCAO,EMPRESA A,A11590,49,SP,Alto,1,"0,01","0,0","0,0","0,0","1,0","0,0","0,0","0,0"
SOLDADOR,EMPRESA A,A11548,49,MG,Alto,1,"0,02","0,0","0,0","0,0","2,0","0,0","0,0","0,0"
AUX SERV GERAIS,EMPRESA B,B07257,49,SP,Alto,1,"0,1","0,0","0,0","0,0","3,0","0,0","0,0","0,0"
ARTIFICE CIVIL,EMPRESA A,A11149,49,SP,Alto,1,"0,16","0,0","0,0","0,0","3,0","1,0","0,0","0,0"
ARTIFICE CIVIL,EMPRESA A,A11158,49,SP,Alto,1,"0,16","0,0","0,0","0,0","0,0","1,0","1,0","0,0"
ENCARREGADO CIVIL,EMPRESA A,A11174,49,SP,Alto,1,"0,16","0,0","0,0","0,0","1,0","1,0","0,0","0,0"
FERRAMENTEIRO,EMPRESA A,A11207,49,SP,Baixo,1,"0,16","0,0","0,0","0,0","1,0","1,0","1,0","0,0"
ELETR. MANUTENCAO PL,EMPRESA A,A10858,49,RS,Alto,1,"0,24","0,0","0,0","0,0","1,0","0,0","1,0","0,0"
MECANICO JR,EMPRESA A,A10772,49,MG,Médio,1,"0,27","1,0","0,0","0,0","0,0","1,0","0,0","0,0"
MECANICO JR,EMPRESA A,A10697,49,MG,Alto,1,"0,29","1,0","0,0","0,0","0,0","1,0","0,0","0,0"
OFICIAL DE MANUTENCAO,EMPRESA A,A10611,49,MG,Alto,1,"0,33","1,0","0,0","0,0","0,0","0,0","0,0","0,0"
MECANICO REFRIG PL,EMPRESA A,A10545,49,BA,Alto,1,"0,34","0,0","0,0","0,0","2,0","1,0","0,0","0,0"
ELETR. MANUTENCAO PL,EMPRESA A,A10511,49,MG,Alto,1,"0,36","1,0","0,0","0,0","0,0","1,0","1,0","0,0"
AJUDANTE LIMPEZA,EMPRESA B,B07045,49,SP,Alto,1,"0,36","0,0","0,0","1,0","0,0","0,0","1,0","0,0"
OFICIAL DE MANUTENCAO,EMPRESA A,A10372,49,TO,Médio,1,"0,41","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
OFICIAL DE MANUTENCAO,EMPRESA A,A10334,49,MG,Alto,1,"0,42","1,0","0,0","0,0","0,0","1,0","0,0","0,0"
AJUDANTE LIMPEZA,EMPRESA B,B06957,49,SP,Alto,1,"0,43","0,0","0,0","1,0","0,0","0,0","0,0","0,0"
OPERADOR DE MUNCK,EMPRESA A,A10087,49,MG,Alto,1,"0,51","1,0","0,0","0,0","0,0","1,0","0,0","0,0"
ALMOXARIFE,EMPRESA A,A09870,49,MS,Alto,1,"0,61","0,0","0,0","0,0","1,0","1,0","0,0","0,0"
MECANICO REFRIG PL,EMPRESA A,A09868,49,SP,Alto,1,"0,61","0,0","0,0","0,0","2,0","0,0","0,0","0,0"
ELETR. MANUTENCAO JR,EMPRESA B,B06780,49,SE,Alto,1,"0,62","1,0","0,0","0,0","2,0","0,0","1,0","0,0"
SUPERVISOR,EMPRESA A,A09820,49,SP,Alto,1,"0,62","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
AJUDANTE LIMPEZA,EMPRESA B,B06695,49,PR,Alto,1,"0,74","0,0","0,0","1,0","0,0","0,0","1,0","0,0"
OPERADOR ROCADEIRA,EMPRESA B,B06684,49,RJ,Alto,1,"0,76","0,0","0,0","1,0","2,0","1,0","1,0","0,0"
ELETRICISTA MONTADOR,EMPRESA A,A09309,49,SP,Alto,1,"0,79","0,0","0,0","1,0","2,0","0,0","0,0","0,0"
OFICIAL DE MANUTENCAO,EMPRESA A,A09207,49,MG,Alto,1,"0,82","1,0","0,0","0,0","0,0","0,0","0,0","1,0"
MECANICO JR,EMPRESA A,A09102,49,MG,Alto,1,"0,85","0,0","0,0","0,0","2,0","1,0","1,0","1,0"
OFICIAL DE MANUTENCAO,EMPRESA A,A09144,49,MG,Alto,1,"0,85","1,0","0,0","0,0","1,0","1,0","1,0","0,0"
AUX SERV GERAIS,EMPRESA B,B06591,49,SP,Alto,1,"0,86","0,0","0,0","1,0","1,0","0,0","0,0","0,0"
ELETR. MANUTENCAO JR,EMPRESA A,A09074,49,MG,Alto,1,"0,87","1,0","0,0","0,0","0,0","1,0","1,0","0,0"
AUX SERV GERAIS,EMPRESA B,B06433,49,TO,Alto,1,"1,03","0,0","0,0","0,0","1,0","1,0","1,0","1,0"
COORD OPERACIONAL,EMPRESA A,A08589,49,SP,Alto,1,"1,07","0,0","0,0","0,0","1,0","1,0","1,0","0,0"
OFICIAL DE MANUTENCAO,EMPRESA A,A08451,49,MG,Alto,1,"1,12","1,0","0,0","0,0","0,0","0,0","0,0","0,0"
AUX JARDINAGEM,EMPRESA B,B06212,49,ES,Alto,1,"1,23","1,0","0,0","0,0","0,0","1,0","1,0","0,0"
ENCARREGADO LIMPEZA,EMPRESA A,A07667,49,RJ,Alto,1,"1,42","1,0","0,0","0,0","0,0","1,0","0,0","2,0"
ARTIFICE CIVIL,EMPRESA A,A07360,49,MT,Alto,1,"1,54","0,0","0,0","0,0","1,0","1,0","1,0","0,0"
JARDINEIRO,EMPRESA B,B05846,49,PR,Alto,1,"1,54","0,0","0,0","0,0","0,0","1,0","1,0","0,0"
AUX SERV GERAIS,EMPRESA B,B05820,49,ES,Alto,1,"1,56","1,0","0,0","1,0","0,0","1,0","1,0","0,0"
LIDER DE TURMA,EMPRESA B,B05765,49,ES,Alto,1,"1,62","1,0","0,0","0,0","3,0","1,0","1,0","1,0"
SUPERVISOR PROJ SR,EMPRESA A,A07030,49,PR,Alto,1,"1,68","0,0","0,0","0,0","1,0","1,0","1,0","1,0"
SUPERVISOR PROJ SR,EMPRESA A,A06978,49,RS,Alto,1,"1,7","0,0","0,0","0,0","0,0","1,0","1,0","2,0"
TEC EM SEGURANCA PL,EMPRESA A,A06947,49,MA,Baixo,1,"1,72","0,0","0,0","0,0","4,0","1,0","0,0","1,0"
AJUDANTE LIMPEZA,EMPRESA B,B05661,49,SP,Alto,1,"1,77","0,0","0,0","1,0","1,0","0,0","0,0","0,0"
AUX SERV GERAIS,EMPRESA B,B05633,49,ES,Alto,1,"1,79","1,0","0,0","1,0","3,0","1,0","1,0","0,0"
VIGIA DE OBRA,EMPRESA A,A06731,49,MG,Alto,1,"1,83","1,0","0,0","0,0","0,0","1,0","0,0","0,0"
SUPERVISOR,EMPRESA A,A06613,49,SP,Alto,1,"1,88","0,0","0,0","0,0","1,0","1,0","1,0","2,0"
AUX SERV GERAIS,EMPRESA B,B05372,49,ES,Alto,1,"2,07","1,0","0,0","0,0","0,0","1,0","1,0","1,0"
SUPERVISOR PL,EMPRESA A,A06323,49,MG,Alto,1,"2,09","1,0","0,0","0,0","4,0","1,0","0,0","0,0"
CALDEIREIRO PL,EMPRESA A,A08792,49,SP,Alto,1,"2,12","0,0","0,0","0,0","1,0","0,0","0,0","0,0"
AUX SERV GERAIS,EMPRESA B,B05306,49,SP,Alto,1,"2,17","0,0","0,0","0,0","1,0","0,0","0,0","0,0"
OF DE MANUTENCAO,EMPRESA A,A06079,49,MG,Baixo,1,"2,19","0,0","0,0","0,0","1,0","1,0","1,0","2,0"
ENCARREGADO PL,EMPRESA A,A06049,49,MG,Alto,1,"2,23","1,0","0,0","0,0","3,0","1,0","1,0","0,0"
AUX SERV GERAIS,EMPRESA B,B05227,49,ES,Alto,1,"2,25","0,0","0,0","1,0","0,0","1,0","1,0","1,0"
OFICIAL DE MANUTENCAO,EMPRESA A,A05832,49,SP,Alto,1,"2,36","0,0","0,0","1,0","0,0","1,0","0,0","1,0"
CALDEIREIRO PL,EMPRESA A,A08327,49,SP,Alto,1,"2,46","0,0","0,0","0,0","3,0","0,0","0,0","1,0"
OFICIAL DE MANUTENCAO,EMPRESA A,A05438,49,MG,Alto,1,"2,58","1,0","0,0","0,0","1,0","0,0","0,0","1,0"
ELETR. MANUTENCAO JR,EMPRESA A,A05343,49,MG,Alto,1,"2,61","1,0","0,0","0,0","1,0","1,0","0,0","3,0"
OFICIAL DE MANUTENCAO,EMPRESA A,A05169,49,MG,Alto,1,"2,69","1,0","0,0","0,0","4,0","1,0","1,0","0,0"
TECNICO MECANICA,EMPRESA A,A05161,49,MG,Alto,1,"2,69","1,0","0,0","0,0","1,0","1,0","1,0","2,0"
ELETR. MANUTENCAO PL,EMPRESA A,A05017,49,MG,Alto,1,"2,76","1,0","0,0","0,0","1,0","1,0","0,0","0,0"
LIDER DE TURMA,EMPRESA B,B04687,49,ES,Alto,1,"2,9","1,0","0,0","1,0","0,0","1,0","1,0","0,0"
MECANICO JR,EMPRESA A,A04578,49,MG,Alto,1,"2,98","0,0","0,0","0,0","3,0","1,0","1,0","2,0"
1/2 OF DE MANUTENCAO,EMPRESA B,B04040,49,PR,Alto,1,"3,42","1,0","0,0","0,0","2,0","0,0","0,0","0,0"
AJUDANTE LIMPEZA,EMPRESA B,B04052,49,RS,Alto,1,"3,42","1,0","0,0","1,0","0,0","0,0","0,0","0,0"
LIDER DE MANUTENCAO,EMPRESA A,A03834,49,SP,Alto,1,"3,63","0,0","0,0","0,0","1,0","1,0","0,0","2,0"
SERRALHEIRO,EMPRESA A,A03837,49,SP,Alto,1,"3,63","0,0","0,0","0,0","2,0","1,0","0,0","0,0"
ARTIFICE CIVIL,EMPRESA A,A08272,49,SP,Alto,1,"3,67","1,0","0,0","0,0","0,0","0,0","1,0","0,0"
MECANICO REFRIG PL,EMPRESA A,A03511,49,PE,Alto,1,"3,77","1,0","0,0","0,0","3,0","1,0","1,0","1,0"
MECANICO SR,EMPRESA A,A03253,49,MG,Alto,1,"3,96","0,0","0,0","0,0","3,0","1,0","1,0","3,0"
BOMBEIRO CIVIL,EMPRESA B,B03059,49,SP,Alto,1,"4,25","1,0","0,0","0,0","2,0","0,0","1,0","0,0"
MECANICO LIDER,EMPRESA A,A02723,49,MS,Alto,1,"4,59","0,0","0,0","0,0","2,0","1,0","0,0","0,0"
AUX SERV GERAIS,EMPRESA A,A02323,49,RJ,Alto,1,"4,68","1,0","0,0","0,0","1,0","1,0","1,0","0,0"
MECANICO PL,EMPRESA A,A02174,49,MT,Alto,1,"4,94","0,0","0,0","0,0","4,0","1,0","1,0","4,0"
AUX DE MANUTENCAO JR,EMPRESA A,A08268,49,SP,Alto,1,"5,18","1,0","0,0","0,0","2,0","0,0","1,0","1,0"
TEC EM SEGURANCA PL,EMPRESA A,A01933,49,PA,Alto,1,"5,32","0,0","0,0","0,0","5,0","1,0","1,0","0,0"
ELETR. MANUTENCAO SR,EMPRESA A,A01394,49,GO,Alto,1,"5,95","1,0","0,0","1,0","1,0","0,0","0,0","1,0"
AUX SERV GERAIS,EMPRESA B,B01257,49,SP,Alto,1,"6,09","1,0","0,0","1,0","0,0","0,0","0,0","0,0"
MECANICO LIDER,EMPRESA A,A00852,49,MG,Alto,1,"7,01","0,0","0,0","1,0","1,0","1,0","1,0","4,0"
AUX SERV GERAIS,EMPRESA B,B00448,49,SP,Alto,1,"7,26","1,0","0,0","1,0","0,0","0,0","0,0","0,0"
INSTRUMENTISTA I,EMPRESA A,A00326,49,RJ,Alto,1,"8,14","1,0","0,0","0,0","3,0","1,0","1,0","1,0"
MARTELETEIRO,EMPRESA A,A00083,49,MG,Baixo,1,"8,79","1,0","0,0","1,0","0,0","1,0","1,0","1,0"
MECANICO JR,EMPRESA C,C04005,49,SP,Alto,1,"0,03","0,0","1,0","0,0","2,0","0,0","0,0","0,0"
AJUDANTE LIMPEZA,EMPRESA B,B07306,49,SP,Alto,1,"0,07","1,0","1,0","1,0","2,0","0,0","0,0","0,0"
OFICIAL DE MANUTENCAO,EMPRESA A,A11293,49,SP,Alto,1,"0,12","0,0","1,0","1,0","2,0","0,0","1,0","0,0"
OFICIAL DE MANUTENCAO,EMPRESA A,A10918,49,SP,Alto,1,"0,23","1,0","1,0","0,0","2,0","1,0","1,0","0,0"
SERRALHEIRO,EMPRESA C,C03843,49,MG,Baixo,1,"0,35","0,0","1,0","0,0","0,0","0,0","0,0","0,0"
AUX ADM PL,EMPRESA C,C03848,49,SP,Alto,1,"0,35","0,0","1,0","0,0","0,0","0,0","0,0","0,0"
AUX SERV GERAIS,EMPRESA B,B06955,49,SP,Alto,1,"0,43","1,0","1,0","0,0","0,0","0,0","1,0","0,0"
CALDEIREIRO PL,EMPRESA C,C03793,49,SP,Alto,1,"0,43","0,0","1,0","0,0","2,0","0,0","0,0","0,0"
AJUDANTE LIMPEZA,EMPRESA B,B06837,49,SP,Alto,1,"0,56","1,0","1,0","1,0","0,0","0,0","0,0","0,0"
MECANICO JR,EMPRESA C,C03669,49,SP,Alto,1,"0,63","0,0","1,0","0,0","1,0","0,0","0,0","0,0"
SOLDADOR PL,EMPRESA C,C03650,49,SP,Alto,1,"0,63","0,0","1,0","0,0","0,0","0,0","0,0","0,0"
AUX SERV GERAIS,EMPRESA C,C03632,49,SP,Alto,1,"0,66","0,0","1,0","0,0","0,0","1,0","0,0","0,0"
AUX SERV GERAIS,EMPRESA B,B06620,49,MG,Alto,1,"0,85","1,0","1,0","1,0","0,0","1,0","0,0","0,0"
AUX SERV GERAIS,EMPRESA B,B06263,49,SP,Alto,1,"1,17","1,0","1,0","1,0","0,0","0,0","0,0","0,0"
CONFERENTE SR,EMPRESA B,B06201,49,SP,Alto,1,"1,24","0,0","1,0","1,0","1,0","1,0","0,0","0,0"
LIDER DE LIMPEZA,EMPRESA B,B06182,49,SP,Alto,1,"1,27","1,0","1,0","0,0","0,0","0,0","0,0","0,0"
ARTIFICE CIVIL,EMPRESA C,C03320,49,SP,Alto,1,"1,45","0,0","1,0","0,0","2,0","0,0","0,0","0,0"
OPERADOR ROCADEIRA,EMPRESA B,B05992,49,MG,Baixo,1,"1,46","1,0","1,0","1,0","0,0","1,0","0,0","0,0"
ELETROMEC. REFRIGERA,EMPRESA C,C03287,49,SP,Alto,1,"1,5","0,0","1,0","0,0","1,0","0,0","1,0","1,0"
COORD OPERACIONAL,EMPRESA A,A07049,49,SP,Alto,1,"2,15","0,0","1,0","0,0","3,0","1,0","0,0","2,0"
AUX SERV GERAIS,EMPRESA B,B04002,49,SP,Alto,1,"3,42","1,0","1,0","1,0","2,0","0,0","0,0","0,0"
AJUDANTE LIMPEZA,EMPRESA B,B03976,49,SP,Alto,1,"3,43","1,0","1,0","0,0","2,0","0,0","0,0","0,0"
ENCARREGADO PL,EMPRESA A,A03549,49,SP,Alto,1,"3,75","1,0","1,0","1,0","3,0","0,0","1,0","2,0"
AUX SERV GERAIS,EMPRESA B,B02773,49,SP,Alto,1,"4,53","1,0","1,0","1,0","3,0","0,0","0,0","0,0"
ANALISTAS DE SISTEMAS SR.,EMPRESA A,A01850,49,SP,Alto,1,"5,4","0,0","1,0","0,0","0,0","1,0","0,0","3,0"
CALDEIREIRO PL,EMPRESA A,A01509,49,SP,Médio,1,"5,72","0,0","1,0","1,0","0,0","1,0","0,0","1,0"
COORD OPERACIONAL,EMPRESA C,C00415,49,SP,Alto,1,"5,97","0,0","1,0","0,0","2,0","0,0","0,0","4,0"
AJUDANTE LIMPEZA,EMPRESA B,B07362,50,GO,Alto,1,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0"
AJUDANTE LIMPEZA,EMPRESA B,B07366,50,SP,Alto,1,0,"0,0","0,0","0,0","0,0","0,0","0,0","0,0"
OFICIAL DE MANUTENCAO,EMPRESA A,A11559,50,MG,Alto,1,"0,01","0,0","0,0","0,0","3,0","0,0","0,0","0,0"
JARDINEIRO,EMPRESA B,B07352,50,SP,Alto,1,"0,01","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
MECANICO JR,EMPRESA A,A11537,50,MG,Médio,1,"0,04","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
ASSIST ADM PL,EMPRESA C,C03985,50,PR,Alto,1,"0,07","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
AJUDANTE LIMPEZA,EMPRESA B,B07299,50,SP,Alto,1,"0,07","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
ELETR. MANUTENCAO PL,EMPRESA A,A11398,50,RS,Alto,1,"0,08","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
AUX SERV GERAIS,EMPRESA B,B07295,50,TO,Alto,1,"0,08","0,0","0,0","0,0","0,0","1,0","0,0","0,0"
MECANICO JR,EMPRESA A,A11137,50,MG,Médio,1,"0,16","1,0","0,0","0,0","0,0","1,0","0,0","0,0"
CALDEIREIRO PL,EMPRESA A,A11125,50,SP,Alto,1,"0,16","1,0","0,0","0,0","2,0","1,0","1,0","0,0"
AJUDANTE LIMPEZA,EMPRESA B,B07202,50,SP,Alto,1,"0,18","0,0","0,0","1,0","2,0","0,0","0,0","0,0"
SOLDADOR,EMPRESA A,A11021,50,MG,Alto,1,"0,2","1,0","0,0","0,0","0,0","1,0","1,0","0,0"
ENCARREGADO,EMPRESA A,A10416,50,MG,Alto,1,"0,39","1,0","0,0","0,0","0,0","1,0","1,0","1,0"
SUPERVISOR PL,EMPRESA A,A10390,50,MG,Alto,1,"0,41","1,0","0,0","0,0","0,0","1,0","1,0","0,0"
AUX SERV GERAIS,EMPRESA B,B06964,50,TO,Alto,1,"0,42","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
CALDEIREIRO PL,EMPRESA A,A10148,50,SP,Alto,1,"0,49","0,0","0,0","0,0","1,0","0,0","1,0","0,0"
CALDEIREIRO PL,EMPRESA A,A09983,50,MA,Alto,1,"0,55","0,0","0,0","0,0","1,0","1,0","1,0","0,0"
SUPERVISOR PROJ PL,EMPRESA A,A09635,50,SP,Médio,1,"0,68","0,0","0,0","0,0","3,0","1,0","1,0","0,0"
MECANICO PL,EMPRESA A,A09446,50,MT,Alto,1,"0,74","1,0","0,0","1,0","3,0","1,0","1,0","1,0"
MECANICO PL,EMPRESA A,A09442,50,MG,Alto,1,"0,75","0,0","0,0","0,0","1,0","1,0","1,0","0,0"
PINTOR INDUSTRIAL,EMPRESA A,A09390,50,MG,Baixo,1,"0,76","0,0","0,0","0,0","1,0","1,0","1,0","0,0"
MECANICO JR,EMPRESA A,A09334,50,MG,Alto,1,"0,79","1,0","0,0","0,0","1,0","1,0","0,0","0,0"
ENCARREGADO,EMPRESA A,A09228,50,MG,Alto,1,"0,81","1,0","0,0","0,0","3,0","1,0","1,0","0,0"
AUX SERV GERAIS,EMPRESA B,B06619,50,SP,Alto,1,"0,85","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
AJUDANTE LIMPEZA,EMPRESA B,B06559,50,MG,Alto,1,"0,91","0,0","0,0","0,0","1,0","0,0","0,0","0,0"
LIDER DE MANUTENCAO,EMPRESA A,A08602,50,MG,Médio,1,"1,07","1,0","0,0","0,0","0,0","1,0","0,0","0,0"
MECANICO JR,EMPRESA A,A08611,50,MG,Médio,1,"1,07","1,0","0,0","0,0","0,0","1,0","0,0","2,0"
OFICIAL DE MANUTENCAO,EMPRESA A,A08551,50,MG,Alto,1,"1,08","1,0","0,0","0,0","0,0","0,0","0,0","2,0"
SUPERVISOR,EMPRESA B,B06277,50,BA,Alto,1,"1,16","0,0","0,0","0,0","0,0","1,0","1,0","1,0"
OFICIAL DE MANUTENCAO,EMPRESA A,A07994,50,MG,Alto,1,"1,29","1,0","0,0","0,0","4,0","1,0","1,0","0,0"
MECANICO AJUSTADOR,EMPRESA A,A07723,50,PR,Alto,1,"1,41","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
OFICIAL DE MANUTENCAO,EMPRESA A,A07695,50,MG,Alto,1,"1,42","1,0","0,0","0,0","0,0","1,0","0,0","0,0"
TEC EM SEGURANCA SR,EMPRESA A,A07605,50,SP,Alto,1,"1,45","0,0","0,0","0,0","0,0","1,0","1,0","1,0"
ARTIFICE CIVIL,EMPRESA A,A07577,50,MA,Alto,1,"1,47","0,0","0,0","0,0","0,0","1,0","0,0","0,0"
AUX SERV GERAIS,EMPRESA B,B05806,50,PE,Alto,1,"1,56","0,0","0,0","0,0","0,0","1,0","1,0","0,0"
MECANICO PL,EMPRESA A,A07211,50,MG,Médio,1,"1,58","1,0","0,0","1,0","3,0","1,0","1,0","0,0"
SUPERVISOR,EMPRESA A,A07209,50,MS,Alto,1,"1,6","0,0","0,0","0,0","1,0","1,0","1,0","2,0"
AJUDANTE LIMPEZA,EMPRESA B,B05665,50,SP,Alto,1,"1,77","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
MECANICO JR,EMPRESA A,A06857,50,SP,Médio,1,"1,78","1,0","0,0","1,0","4,0","1,0","1,0","0,0"
AUX SERV GERAIS,EMPRESA B,B05560,50,MT,Alto,1,"1,85","0,0","0,0","0,0","0,0","0,0","0,0","1,0"
